,notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3207,8/21/2014,Plant Unit Closing,Rural/Metro (also dba Rural/Metro Medical Services),"488 West Onondaga Street Syracuse, NY 13202",Onondaga County,(480) 606-3342,Billing operations,29,,-----,Consolidation of billing operations,Bumping rights do not exist. There is no union or related representatives affected by this notice.,Plant Unit Closing
3208,8/27/2014,Plant Closing,"Jim's Formal Wear, LLC","709 North Street Endicott, NY 13760",Broome County,(618) 224-9211,Formal wear rentals and sales,61,61,Layoffs,Economic,Bumping rights do not exist. There is no union representing any of the affected employees.,Plant Closing
3209,8/27/2014,Plant Closing,SCO Family of Services',"Delta Manor 1530 Beach Avenue Bronx, NY 10460",Bronx County,(516) 671-1253,Homeless Shelter,27,27,-----,Transition of operations to another provider,There are no bumping rights.,Plant Closing
3210,8/22/2014,Plant Closing,"Store Owners, Inc. d/b/a  Parkview Supermarkets","545 Broad Street Salamanca, NY 14779",Cattaraugus County,(716) 372-2020,Grocery Store,72,72,Layoffs,Sale of grocery store,UFCW District Local  One,Plant Closing
3211,10/17/2013 Amended,Potential Plant Closing,TLC Health Network/Lake Shore Health Care Center,"845 Routes 5 & 20 Irving, NY 14081",Chautauqua County,(716) 951-7037,Health Center,438,438,Separations,"Potential Sale of facility. 
Grant money received to continue operations of this facility.",1199 SEIU United Health Care Workers East,Potential Plant Closing
3212,4/3/2014,Plant Closing,Gotham Transportation Corp.,"2847 West 21st Street Brooklyn, NY 11224",Kings County,(718) 448-4006,Bus Transportation – Drivers & Escorts,152,152,-----,Loss of Contract,Local Union No. 1181 Amalgamated Transit,Plant Closing
3213,8/14/2014,Possible Plant Unit Closings,"British Airways, Plc.","(Baggage Room and Customer Relations Unit) John F. Kennedy International Airport Jamaica, NY 11430",Queens County,(212) 716-0466,Airlines (Baggage Room and Customer Relations Unit Employees affected),93,93,9/30/2014,Contingent upon ratification of the Company’s proposed contract changes.,"District Lodge 142, International Associations of Machinists and Aerospace Workers",Possible Plant Unit Closings
3214,8/21/2014,Plant Closing,The Food Emporium #36-719,"1211 Madison Avenue New York, NY 10128",New York County,(201) 571-4018,Grocery Store,76,76,-----,Economic,UFCW Local 342,Plant Closing
3215,8/21/2014,Plant Layoff,"Teva Pharmaceuticals USA, Inc.","223 Quaker Road Pomona, NY 10970",Rockland County,(845) 362-7056,Pharmaceuticals production,8,76,will,Economic,"United Steel Paper and Forestry Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, District 4.",Plant Layoff
3216,4/1/2014,Plant Layoff,"Teva Pharmaceuticals USA, Inc.","223 Quaker Road Pomona, NY 10970",Rockland County,(845) 362-7056,Pharmaceuticals production,41,76,layoff,Economic,"United Steel Paper and Forestry Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, District 4.",Plant Layoff
3217,8/15/2014,Plant Closing,Sears Holdings Corporation,"404 E. Fordham Road Bronx, NY 10458",Bronx County,(847) 286-2500,Retail Sales,91,91,-----,Economic,There is no union organization and there are no applicable bumping or transfer rights.,Plant Closing
3218,8/8/2014,Plant Closing,Eurest Services (at Google),"1118th Avenue New York, NY 10011",New York County,(610) 576-5192,Building Cleaning and Maintenance Services,45,45,9/30/2014,Cancellation of contract by Google,The affected employees are non-union employees.,Plant Closing
3219,8/11/2014,Plant Closing,Hotel Bedford,"118 East 40th Street New York, NY 10016",New York County,(703) 387-3243,Hotel,47,47,Layoffs,Economic,"Trades Council, AFL-CIO & Unite Here Local",Plant Closing
3220,8/8/2014,Plant Layoff,"Practicare Medical Management, Inc.","601 Gates Road, Suite 3 Vestal, NY 13850",Broome County,(315) 433-5161,Medical Billing,10,,to,"Sale of operating assets to Medical Transcription Billing, Corp.",Employees will not have the right to bump other employees from their jobs.,Plant Layoff
3221,7/31/2014,Plant Layoff,Brookhaven Memorial Hospital,"South Brookhaven Health Center West - Patchogue 365 East Main Street Patchogue, NY 11772",Nassau County,(631) 654-7165,Medical Center,48,48,-----,Suffolk County is discontinuing their contract with the Medical Center,"Brookhaven Federation of Nurses and Health Professional, NYSUT and 
United Teamsters Local 202",Plant Layoff
3222,4/22/2014,Plant Closing,"The Hortense and Louis Rubin Dialysis Center, Inc.","1850 Peoples Avenue Troy, NY 12180",Rensselaer\Saratoga County,(518) 271-0702,Dialysis Center,43,43,-----,Sale of Business,None of the affected employees have bumping rights.,Plant Closing
3223,8/7/2014,Plant Layoff,"CSC Holdings, LLC","200 Jericho Quadrangle Jericho, NY 11753",Nassau County,(518) 803-2654,Inbound Telemarketing,86,,11/7/2014,Economic,Bumping rights are not recognized. Employees are not represented by any union.,Plant Layoff
3224,8/4/2014,Plant Closing,"Fiber Glass Industries, Inc.","69 Edson Street Amsterdam, NY 12010",Montgomery County,(518) 842-4000 Ext 228,Fiber Glass Manufacturing,66,66,------,Economic,No union representation at this facility.,Plant Closing
3225,8/1/2014,Plant Closing,"Remy USA Industries, L.L.C. Bayshore - Corporate & Shipping","1560 Fifth Avenue Bay Shore, NY 11706",Suffolk County,(765) 778-5998,Offices and shipping- transportation and freight logistics business,40,40,-----,Economic,No affected employees are subject to representation or bumping rights.,Plant Closing
3226,8/1/2014,Plant  Closing,ARAMARK Business Dining  Services JPMC,"1 Chase Manhattan Plaza New York, NY 10081",New York County,(860) 920-5013,Food Services,28,28,-----,Economic,UniteHere Local 100,Plant Closing
3227,3/27/2014,Plant Unit Closing,"Bimbo Bakeries USA, Inc.","1724 Fifth Avenue Bay Shore, NY 11706",Suffolk County,(203) 531-2034,Cessation of manufacturing operations,176,,Will,Economic,BCTGM Union Local 53,Plant Unit Closing
3228,7/31/2014,Plant Layoff,"1-800-Flowers.com, Inc.","One Old Country Road Carle Place, NY 11514",Nassau County,(516) 237-4609,Florists - customer service representatives,220,,10/31/2014,Restructuring Service Center operations. A majority of the affected workers will be transitioned to employment with Sutherland Global Services.,There are no bumping rights and the affected employees are not represented by a union.,Plant Layoff
3229,7/29/2014,Plant Closing,Millennium Partners Sports Club Management LLC,"Reebok Sports Club/NY 160 Columbus Avenue New York, NY 10023",New York County,(617) 476-8918,Sports Club,332,332,to,Sale of company,Employees affected by these closures do not have bumping rights and are not represented by unions.,Plant Closing
3230,7/29/2014,Plant Closing,PricewaterhouseCoopers LLP,"677 Broadway Albany, NY 12207",Albany County,(617) 530-4416,Accounting Firm,40,40,-----,Economic,There are no applicable bumping rights.,Plant Closing
3231,7/16/2014,Plant Unit Closing,Laboratory Corporation of America Holdings (LabCorp),"@ Mitchell Field Facility Cytology Department 51 Charles Lindbergh Boulevard Uniondale, New York 11553",Nassau County,(908) 526-2400 Ext 2572,Clinical medical testing services,19,19,Layoffs,Economic,Affected employees do not have any bumping rights and do not have an employee representative.,Plant Unit Closing
3232,2/28/2013,Plant Unit Closing,Kaye Scholer LLP,"425 Park Avenue New York, NY 10022",New York County,(212) 836-8330,Law firm,29,48,Will,"Relocation of operations to Tallahassee, Florida",None of the affected employees are members of a labor organization.,Plant Unit Closing
3233,7/17/2014,Plant Closing,Microsoft Corporation,"2929 Express Drive North Hauppauge, NY 11749",Suffolk County,(202) 263-5904,Computer program development,32,32,-----,Reorganization and restructure of operations,Employees are not entitled to bumping rights.,Plant Closing
3234,7/16/2014,Plant Layoff,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY 14615",Monroe County,(585) 781-1896,Photographic equipment and supplies,4,,10/13/2014,Economic,There is no employee representative of record.,Plant Layoff
3235,7/17/2014,Plant Layoff,Eastern Niagara Hospital,"2600 William Street Newfane, NY 14108",Niagara County,(716) 514-5542,Hospital,185,,to,Economic,"Public Employees Federation, AFL-CIO, 1199 SEIU United Healthcare Workers East, New York State Nurses Association",Plant Layoff
3236,7/14/2014,Plant Closing,Daikin Applied,"4900 Technology Park Boulevard Auburn, NY 13021",Cayuga County,(315) 282-6296,Air conditioning manufacturing,18,415,10/17/2014,Economic,"United Steelworkers, Local 32",Plant Closing
3237,7/16/2014,Plant Closing,Good Samaritan Hospital Medical Center,"@ Martin Luther King Health Center 1556 Straight Path Wyandanch, NY 11798",Suffolk County,(631) 376-4060,Primary healthcare operator,64,64,-----,"Loss of contract. Suffolk county has contracted with Hudson River Healthcare, Inc. to operate the Health Center.",Non-union,Plant Closing
3238,7/11/2014,Plant Layoff,"SinglePoint Care Network, LLC","1440 Broadway New York, NY 10018",New York County,(646) 943-8806,Care Management,59,88,To,Economic,None of the employees are represented by a union.,Plant Layoff
3239,4/30/2014,Potential Plant Unit Closings,"The Community Program Centers of Long Island, Inc.","Early Head Start/Head Start Programs 400 Sheep Pasture Road Port Jefferson, NY",Suffolk County,(631) 585-2020 Ext 235,Pre school programs,41,41,-----,Potential Loss of Grant Funds,There are no bumping rights.,Potential Plant Unit Closings
3240,7/7/2014,Plant Closing,"Questar Assessment, Inc.","4 Hardscrabble Heights Brewster, NY 10509",Putnam County,(952) 997-0709,Testing Services,39,39,To,Economic,No bumping rights exist.,Plant Closing
3241,7/3/2014,Plant Layoff,"Newkirk Products, Inc. (A DST Company)","14, 15, & 17 Corporate Circle Albany, NY 12203",Albany County,(518) 862-3300,Publishing/printing production operations,76,222,10/31/2014,"Relocation of production operations only
 to Kansas City, MO and South Windsor, CT",No union represents the affected employees.,Plant Layoff
3242,6/24/2014,Plant Layoff,Sterling National Bank,"512 7th Avenue New York, NY 10018",New York County,(845) 369-8086,Financial Institution,1,,to,Economic,There are no bumping rights.,Plant Layoff
3243,7/3/2014,Plant Layoff,"United Airlines, Inc.","Airport Operations Division Buffalo Niagara International Airport Buffalo, NY 14225",Erie County,(872) 825-2069,Passenger & Fleet Services,71,,10/1/2014,Economic - Outsourcing operations to outside vendor,"International Association of Machinists & Aerospace Workers, AFL-CIO",Plant Layoff
3244,6/30/2014,Plant Closing,"Manhattan Ford Lincoln, Inc.","787 11th Avenue New York, NY 10019",New York County,(212) 549-2403,Auto Dealership,245,245,9/30/2014,Economic,"Local 32BJ, Service Employees International Union; Local 259 United Auto Workers; International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, “UAW”",Plant Closing
3245,6/27/2014,Plant Closing,RiverSource Life Insurance of New York,"20 Madison Avenue Albany, NY 12203",Albany County,(612) 671-2254,Life Insurance,29,29,Terminations,Economic,No union presence.,Plant Closing
3246,6/30/2014,Plant Closing,"The Scotsman Press, Inc.","41 Kattelville Road Chenango Bridge, NY 13745",Broome County,(315) 234-2355,Commercial Printing,20,20,Will,Economic,Non-union,Plant Closing
3247,7/1/2014,Plant Closing,IAC Acoustics,"1160 Commerce Avenue Bronx, NY 10462",Bronx County,(718) 430-4541,Noise control products and systems,101,101,To,Economic,Local 28 Sheet Metal Workers International,Plant Closing
3248,7/1/2014,Plant Closing,"The Scotsman Press, Inc.","750 West Genesee Street Syracuse, NY 13204",Onondaga County,(315) 234-2355,Commercial Printing,63,63,7/3/2014,Economic,Non-union,Plant Closing
3249,6/30/2014,Plant Closing,The Stop & Stop Supermarket Company,"653 Hillside Avenue New Hyde Park, NY 11040",Nassau County,(617) 770-6006,Supermarket,162,162,-----,Economic,UFCW Locals 342 & 464A,Plant Closing
3250,6/30/2014,Plant Closing,Reit Management & Research LLC,"110 West Fayette Street Syracuse, NY 13202",Onondaga County,(617) 796-8183,Real Estate Management,17,17,-----,Loss of contract to manage properties owned by Common Wealth REIT,Employees do not have bumping rights.,Plant Closing
3251,4/17/2014,Plant Closing,"Nistel, Inc.","741 Grant Avenue Lake Katrine, NY 12449",Ulster County,(845) 616-0971,Nursing Care,84,84,To,Economic,New York State Nurses Association,Plant Closing
3252,2/28/2014,Plant Layoff,Acme Bus Corp.,"30 West Yaphank Road Coram, NY 11763",Suffolk County,"(631) 471-4600, Ext 111",School Bus Transportation,58,,8/15/2014,Loss of Contract,IBT Local 1205,Plant Layoff
3253,2/28/2014,Plant Layoff,"Baumann & Sons Buses, Inc.","65 Court Street Copiague, NY 11726",Suffolk County,(631) 471-4600,School Bus Transportation,100,,Layoffs,Loss of Contract,IBT Local 1205,Plant Layoff
3254,6/24/2014,Plant Closing,DHS Systems LLC,"33 Kings Highway Orangeburg, NY 10962",Rockland County,(845) 359-6066 Ext. 110,Soft-walled shelter systems,30,30,Will,Economic,Bumping rights do not exist.,Plant Closing
3255,3/21/2014,Plant Closing,"Voila Sweets, LLC","65 Porter Avenue Brooklyn, NY 11237",Kings County,(718) 366-1100,Bakery,72,72,-----,Economic,"Bakery, Confectionary, Tobacco Workers and Grain Millers International Union Local 53",Plant Closing
3256,6/6/2014,Plant Layoff,Swissport USA Inc.,"JFK International Airport, Bldg 21& 21B Jamaica, NY 11430",Queens County,(718) 233-9515,Cargo handling,180,,Layoffs,Economic,Local 116 RWDSU & UFCW,Plant Layoff
3257,6/18/2014,Plant Closing,"Rouge Tomate, LLC","10 E. 60th Street New York, NY 10022",New York County,(646) 237-8977 Ext.202,Restaurant,105,105,-----,"Company intends to reopen restaurant in a new location at a future date, undetermined at this time.","None of the employees are unionized and there are no provisions regarding transfer, bumping, or reassignment rights to the affected employees.",Plant Closing
3258,6/19/2014,Plant Closing,Pfizer Inc.,"64 Maple Street Rouses Point, NY 12979",Clinton County,(518) 297-1697,Pharmaceuticals,1,,10/4/2014,Economic,Local 95c International Chemical Workers Union/UFCW,Plant Closing
3259,6/13/2014,Plant Closing,Stop and Shop Supermarket Company LLC,"240 East Sandford Boulevard Mt. Vernon, NY 10550",Westchester County,(617) 770-6006,Warehouse,239,239,to,Economic,UFCW Local 1500 & UFCW Local 464A,Plant Closing
3260,6/13/2014,Plant Closing,"P.W. Minor and Sons, Inc.","3 Treadeasy Avenue Batavia, NY 14020",Genesee County,(585) 815-0679,Shoe Manufacturer,72,72,Terminations,Economic,Employees are not represented by a union and no bumping rights exist for affected employees.,Plant Closing
3261,3/6/2014,Plant Layoff,Advanced Motors and Drives,"6268 East Molly Road East Syracuse, NY 13057",Onondaga County,"(330) 734-3600, ext 207",Manufacturing,34,189,Postponed,Economic,There is no employee representative.,Plant Layoff
